stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,periderm
14hpf,0,0,0,0,0,2.74
19hpf,0,0,0,0,0,1.9
2dpf,1.49,0,0,0,0,26.77
3dpf,1.66,0,0.38,0.61,0,12.02
5dpf,1.98,1.8,1.35,0.39,0.46,32.88
10dpf,0,0.41,0,0.62,0,15.21
