stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,4.4,1.97,0,0.52,0,1.01
3dpf,0.35,2.24,0.35,0.75,0,0
5dpf,0.59,3.14,0.38,1.92,1.48,1.11
10dpf,2.66,5.83,0,0.4,0,0
