stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
10hpf,10.99,0,0,0
12hpf,6.64,0,0,0
14hpf,0,2.55,0,0
19hpf,1.54,5.26,0,0
2dpf,8.28,4.68,0,0.64
3dpf,2.6,1.55,0,0
5dpf,2.39,3.05,0,0
10dpf,0.98,2.08,1.08,0
