stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,5.45,0,0,0,1.21,0,0,0
3dpf,56.94,0,0,0.61,1.37,0,0,0
5dpf,5.29,1.71,1.13,0,2.55,0.65,0.38,0.52
10dpf,128.06,0,1.28,0,0.39,1.24,1.43,0
