stage,central_nervous_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0.49,0.73,0,1.9
3dpf,9.86,0,0,0
5dpf,0.88,0,1.38,0.45
10dpf,3.15,0,0.77,0
