stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,8.43
12hpf,0,1.79,0,0,3.99,0
2dpf,0.57,0,0.92,0.51,0,0.61
3dpf,0,0,0,0.77,0.29,0
