stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
3dpf,1.07,0,0,2.03,0.44
5dpf,0.35,0.29,1.06,0.74,0
10dpf,0,0.53,0,0,0
