stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.12,0.53,0.48,3.09,0,2.59
3dpf,17.64,0,0,8.4,0,0
5dpf,0.6,2.76,0.77,16.99,0.87,0.85
10dpf,9.8,0.46,0,13.44,0,0
