stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,5.54,0,1.7,4.75,12.73,0,0
3dpf,15.35,0.37,0,0,39.47,0,0
5dpf,7.61,1.93,0.49,2.95,46.7,1.01,3.55
10dpf,27.36,0,0.4,0,35.83,2.58,3.13
