stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,21.73,0,22.31,0,0,0,0,8.48,0,0
12hpf,71.33,2.2,49.25,1.88,16.92,20.12,0,123.78,20.45,487.68
14hpf,46.71,0,41.16,0,26.13,6.96,2.3,83.17,7.59,575.18
16hpf,169.23,17.98,8.39,49.2,73.52,31.62,24.78,149.37,96.09,859.71
19hpf,168.19,1.53,0,13.42,33.48,12.14,13.45,57.53,19.43,457.99
24hpf,689.28,1.81,13.31,97.17,198.51,94.36,46.95,25.82,141.73,453.81
2dpf,643.64,9.3,45.73,74.56,483.92,813.76,79.25,13.27,202.61,293.89
3dpf,759.15,15.8,6.56,12.68,17.77,316.01,8.08,0,17.49,37.12
5dpf,62.31,5.25,19.34,36.61,11.9,162.86,13.43,5.25,32.3,95.73
10dpf,138.24,11.64,13.71,24.99,11.38,105.97,9.79,0.59,15.75,75.71
