stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,110.08,0,0,0,18.78,0,0,43.86,25.49,53.84
12hpf,258.82,47.22,2,25.61,111.6,32.27,1.99,656.77,266.21,466.02
14hpf,165.06,5.65,8.26,41.61,48.23,47.21,0,104.03,127.31,421.64
16hpf,264.9,34.01,84.16,189.34,112.51,52,4.05,158.34,262.84,530.99
19hpf,259.27,1.59,31.55,88.94,27.47,10.04,4.73,27.22,47.01,189.58
24hpf,149.66,13.31,58.84,185.57,82.94,36.72,24.83,14.11,72.78,148.28
2dpf,582.26,13.76,51.51,195.72,253.97,605.67,104.47,17.84,151.86,261.78
3dpf,1359.55,12.6,15.6,94.84,47.48,739.31,21.03,0.42,39.47,160.83
5dpf,171.01,15.63,77.09,210.8,39.22,496.75,53.71,31.21,73.81,315.4
10dpf,630.31,36.71,91.33,176.91,57.2,576.66,45.5,2.68,65.59,146.66
