stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0.56,0,0
3dpf,0.44,0,0,0,0.69,0
5dpf,0,1.04,0,3.15,0.3,1.5
10dpf,0.38,19.24,1.29,1.95,0,0.37
