stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,0,1.46,2.9
3dpf,34.14,0,0.31,0.6,0
5dpf,0,0,0,5.75,0
10dpf,28.32,1.57,0,1.74,0.39
