stage,central_nervous_system,intermediate_mesoderm,mesenchyme,notochord,periderm
2dpf,0,2.44,0,0,0.61
3dpf,1.34,1.72,0.33,0,0
5dpf,0.5,10.78,3.14,0.64,3.96
10dpf,0,5.41,0.8,0,0.52
