stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0,0,0,0.94
2dpf,3.34,0,0,0,0,22.62
3dpf,3.77,0,0,0.33,0,15.99
5dpf,1.07,0.34,0.37,0.66,1.09,11.03
10dpf,9.26,0,0,1.37,0,21.52
