stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0,1.28,0,0.58,0.63
3dpf,1.71,0,0,0,0
5dpf,0.67,1.33,0.32,1.53,0
10dpf,0,0.43,0,1.2,0
