stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0,0,0,1.13,0,0
3dpf,2.4,0,0,0.42,0,0
5dpf,0.47,0,1.01,0,1.71,0.63
10dpf,4.91,0.77,0,0,0,0
