stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,1.02,2.28,0,0
3dpf,2.77,2.55,0.3,0.33
5dpf,0,1.83,0,0
10dpf,0.69,2.29,0.55,1.11
