stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.66,0,0,0,0,0,0,0
3dpf,4,0,0,1.43,0,0,0,0
5dpf,4.15,0.44,1.68,9.86,0.47,0.3,2.93,2.35
10dpf,0,0,0,0.43,0,0,0,0
