stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
10hpf,0,56.4,0,0,0,0
19hpf,3.05,0,0,0,0,0
24hpf,0.86,0,0,0,0,0
5dpf,0,0,0.69,2.9,1.47,1.59
10dpf,4.95,0,0,0.55,0,0
