stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,2.85,0.98,0,0,0,0,0,0,0.53
3dpf,5.25,0,0,0,0,0.45,0,0,0
5dpf,5.67,3.37,0.55,1.64,2.02,16.44,2.96,4.03,2.2
10dpf,6.28,1.4,1.49,2.95,0,3.06,0.4,8.19,0
