stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,1.27,0.84,0,0,0,1.3
3dpf,0.46,0,0,0,0.39,0,0
5dpf,0,0,0,0,0.29,0,0
10dpf,2.39,0,0,0.37,0.47,0.67,0
