stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.26,0,0,0,0.54,0,0.87
3dpf,17.96,0.5,0,0.84,0.39,0.52,0
5dpf,8.22,0,3.09,1.32,6.43,1.18,1.25
10dpf,17.44,1.11,0,0.47,0.39,0.43,0
