stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,1.29,0,1.48,0,0,2.3
3dpf,1.95,0.41,1.69,0.39,0.57,0
5dpf,0.55,0,5.93,0,0,0.32
10dpf,0.91,0,0,0,0,0
