stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest
2dpf,0.53,0,1.87,1.22
3dpf,5.95,0,0,0
5dpf,0.56,0.67,0.9,0
10dpf,3.96,0,3.14,0
