stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
19hpf,0,0,3.66,0,0,0,0,0
2dpf,0,0,13.41,0.66,0.75,0,0,0.73
3dpf,5.2,0,22.44,0,6.93,0,0,0
5dpf,3.93,0,74.74,0.42,9.67,1.81,0,1.46
10dpf,9.19,0.47,63.68,0,14.1,0,1.55,0
