stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,4.9,0,0,0,1.15,3.45,1.46,0,2.11
3dpf,4.07,0.86,0,0.36,1.15,5.67,0,0,1.59
5dpf,2.53,0,0.56,1.42,0,11.38,0,0.92,5.68
10dpf,1.17,0,0.4,0.62,0.95,1.64,0,0,3.16
