stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,18.15,0,0,0,0,0,0,0,0,0
12hpf,77.25,0,1.83,0,6.61,7.96,0,0,1.76,16.08
14hpf,25.2,0,0,0,0,0,0,0,4.58,0
16hpf,54.29,0,0,0,3.83,6.77,0,0,62.37,0
19hpf,102.3,0,0,1.52,9.71,8.24,0,0,0,1.69
24hpf,127.4,0,0.98,0,3.72,9.99,0.9,0,1.79,4.47
2dpf,391.59,0.98,7.34,14.33,59.36,148.75,19.01,2.79,21.05,28.44
3dpf,1277.54,2.33,1.54,2.1,2.6,80.76,2.53,0,8.21,3.79
5dpf,83,0.41,5.79,5.34,7.1,78.09,6.93,1.05,19.13,8.36
10dpf,242.15,0,0.4,0.62,0.66,23.14,1.86,0,8.86,0.67
