stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,8.59,0,0,0,0,0,0,8.62,10.31,9.64
12hpf,48.54,0,0,4.49,20.79,3.85,0,2.01,41.7,21.51
14hpf,88.25,0,0,0,9.22,8.33,0,0,38.53,28.77
16hpf,50.53,1.73,0,3.88,11.19,5.77,1.66,4.01,43.68,13.56
19hpf,29.33,0,0,0,4.79,3.29,0,0,3.38,1.53
24hpf,44.89,0.85,0.93,3.53,18.29,16.35,2,0,19.07,4.28
2dpf,164.81,3.68,8.79,10.16,71.18,142.72,10.89,2.46,41.05,23.99
3dpf,789.67,5.91,2.23,8.75,10.64,214.03,4.77,0,14.22,10.91
5dpf,67.55,3.72,3.98,10.42,16.12,223.79,13.05,3.16,30.39,38.34
10dpf,272.43,6.83,3.58,8.42,4.72,196.66,14.97,0,19.42,15.36
