stage,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0.94,0
3dpf,2.29,0,0,0
5dpf,75.76,0.98,0,3.26
10dpf,48.11,0,0,2.64
