stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.74,0,0.74,3.94,8.21,0,1.93,3.26
3dpf,1.97,1.68,0,0,0.81,0,0.33,0
5dpf,0.56,1.02,1.65,0,7.3,0.6,1.01,2.17
10dpf,4.78,12.88,0.59,1.02,8.56,0,0,0
