stage,central_nervous_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
12hpf,0,0,0,28.49,0,0
14hpf,0,0,0,131.36,0,0
16hpf,14.41,0,0,405.66,0,0
19hpf,4.77,0,0,273.17,0,0
24hpf,2,0,0,15.38,0,0
2dpf,1.69,2.5,0,12.94,1.32,0.73
3dpf,4,0,0.89,0,0,5.09
5dpf,3.52,0,2.46,37.46,0.81,3.79
10dpf,10.24,0,0.77,2.74,0,2.23
