stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
12hpf,2.26,0,0,0,0,0,0,0,0
14hpf,0,0,0,0,0,0,0,0,2.25
2dpf,3.82,0,0,2.45,3.12,1.85,1.97,0,4.45
3dpf,13.19,1.72,0,0.55,0,2.51,0.83,0,0.42
5dpf,1.19,0.68,0.54,3.53,0.38,2.71,1.05,0.57,3.38
10dpf,10.9,0.77,0.46,2.25,0.39,2.36,0,0,1
