stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0.35,1.91,0,0,0,0,0
5dpf,0.96,2.23,0,0.63,0.65,0.53,0.29
10dpf,0,0,0.7,0,0,0,0
