stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.51,0,0,0
3dpf,0,0,0.44,0,0,0
5dpf,1.27,0.73,2.28,4.52,0.37,2.1
10dpf,4.36,0,17.11,0,0,0.44
