stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme
2dpf,0.8,0,1.78,1.11
3dpf,1.7,0,0,3.36
5dpf,0,0.3,0,0.97
10dpf,0,0,0,1.58
