stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0.93,0,0,0
2dpf,13.18,0,1.26,0,1.52
3dpf,63.6,0,0.95,0,0
5dpf,2.21,1.75,1.85,0.79,0.94
