stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,1.19,0,0,1.22,1.35,0
3dpf,50.29,0,0.72,0,3.05,0
5dpf,1.25,0,0,0.98,3.61,0
10dpf,21.83,0.56,0,0,4.67,1.46
