stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
14hpf,2.38,0,0,0,0,0,0
2dpf,1.22,0,0,0,0,0,0
3dpf,5.83,0,0.47,0.77,0.4,0,0.34
5dpf,0.74,0.66,1.05,4.52,0,0,2.02
10dpf,3.19,0,0,2.75,0.6,1.54,2.21
