stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,1.79,0,0.8,0,2.4
3dpf,0.3,0,0,0.64,0,0,0
5dpf,0.42,0,0.91,0,3.04,0.83,2.9
10dpf,20.92,0.65,0.61,0,0,0,0
