stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,2.05,0,0,1.01,0,0.6,0,2.49
3dpf,2.26,0.52,0,0,0,0.69,0,1.29
5dpf,0.51,0,1.99,0.29,0,0.71,0.3,15.91
10dpf,1.8,2.26,0.4,0.46,0.69,0.91,0,7.57
