stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm
3dpf,16.4,0.4,2.33,0,0.36
5dpf,0,0,1.68,0.64,0
10dpf,4.57,0,0,0,0.96
