stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
24hpf,0,1.24,0,0,0
2dpf,0,1.81,0,0,0
3dpf,3.39,4.34,0,0.31,0
5dpf,0,9.45,0.67,0,0.96
10dpf,0.53,0.86,0,0,0
