stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme
19hpf,2.16,0,0,0
3dpf,3.89,0.3,0.48,1.68
5dpf,1.11,0,0,0
10dpf,0.65,0,0,0.72
