stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0,0.58
3dpf,0.92,0,0,0.69,2.1,0
5dpf,0,0.35,1.57,0.49,1.52,2.81
10dpf,0,0,0.81,0,0,2.78
