stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
14hpf,0,0,0,0,2.94
2dpf,0.91,0,3,0.73,1.23
3dpf,0,0.29,0,0,0
10dpf,3.69,2.05,0,0,0
