stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.48,0,0,7.29,18.44,0,0,2.17,1.88
3dpf,18.75,0,0.44,4.25,29.13,0,0,1,0.92
5dpf,1.3,0.77,0.73,3.17,44.4,0,3.64,1.13,0.66
10dpf,18,0,1.4,2.58,16.07,2.48,0,1.44,0
