stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme
2dpf,2.97,0.77,0,1.3
3dpf,0.98,0,1.01,0
5dpf,0.65,0,0,1.3
10dpf,5.04,0.63,0,0
