stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1398.13,31.3,41.2,0,148.98,8.39,0,107.06,383.99,363.56
12hpf,1753.03,56.62,69.36,50.19,395.87,66.88,3.93,95.02,660.67,447.66
14hpf,1017.46,11.2,90.62,57.94,166.22,75.99,11.13,17.1,312.18,188.88
16hpf,1332.25,58.86,61.38,85.16,404.08,164.35,53.24,46.4,614.72,308.2
19hpf,1089.6,5.42,4.84,24.19,130.64,49.87,71.45,8.97,71.42,110.31
24hpf,1027.83,8.87,50.46,15.05,191.91,60.75,57,9.77,156.51,81.6
2dpf,455.5,18.9,18.49,25.19,221.65,358.43,61.44,4.83,101.47,62.03
3dpf,1980.42,21.7,12.13,23.03,33.33,405.49,11.83,0,26.57,48.31
5dpf,144.15,11.8,43.06,38.7,27.04,343.95,31.14,19.29,66.7,151.12
10dpf,777.45,37.85,63.97,51.11,25.6,295.11,29.39,0.64,43.57,54.88
