stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
3dpf,0,0,7.54,0,0,0,2.19
5dpf,3.97,0.57,0,0.31,4.02,0.92,55.31
10dpf,2.49,0,0.59,0.66,0.73,0,12.12
