stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,8.39,0,0,0,0,0,0,0,0,216.48
12hpf,0,0,1.79,0,0,0,0,1.79,2.31,263.87
14hpf,0,0,0,0,2.38,0,0,0,0,324.7
16hpf,9.25,3.5,0,29.07,10.34,3.34,1.62,1.87,12.51,1519.51
19hpf,3.74,0,0,29.03,1.66,0,0,0,0,1500.54
24hpf,1.92,0,9,4.05,32.44,2.63,0,0,5.78,449.35
2dpf,164.5,9.1,27.24,148.18,114.33,168.33,14.75,4.63,56.08,272.73
3dpf,154.17,25.35,4.98,99.57,21.96,217.2,10.81,0,12.35,44.26
5dpf,97.83,49.63,53.91,350.74,25.88,278.84,24.89,5.1,28.04,173.17
10dpf,482.09,112.43,58.34,443.49,22.7,438.24,29.89,0,44.28,110.67
