stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
3dpf,0.37,0,0,0,0
5dpf,0.47,2.07,0.65,0.78,0.68
10dpf,1.42,13.21,0,0.63,0
