stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest
2dpf,1.44,0,1.91,0,0
3dpf,11.21,0,2.02,0.69,0
5dpf,11.87,0.57,14.39,4.48,1.54
10dpf,9.67,0,5.44,3.08,0.87
