stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.54,0,1.56,0,0.64,0
3dpf,4.19,0,1.71,0,0.29,0
5dpf,0,0,0,0,0.56,9.6
10dpf,1.49,1.13,4.26,0.49,0,0
