stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.76,0,0
3dpf,0,0,0,0,0.51,0
5dpf,1.85,1.26,0.38,0.31,0.54,4.11
10dpf,0.98,2.53,0,0,1,0.85
