stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,1.78,0,0,0,0.57
3dpf,0,0,0,1.89,1.12
5dpf,0,0,0.68,0.42,3.6
10dpf,0,43.97,0,0,12.53
