stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,2.58,0,1.02,3.17,1.21,0.76
3dpf,1.95,0,0.98,0,1.9,0.3
5dpf,0,0.34,0,0,1.98,3.03
10dpf,4.47,0,0.47,0,1.37,1.55
