stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,1.23,0.71,0,0,0,0.67
3dpf,2.41,0,0,3.09,0,0,1.14
5dpf,0,0.53,0,2.6,0.41,0.84,3.55
10dpf,1.83,0,0,2.11,0,0,0.95
