stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,1.22,0,11.81
3dpf,0.39,0.39,0,0.46
5dpf,0,0.82,0,2.5
10dpf,0.94,0.81,0.45,0.74
