stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,1.75,0,0,0,0,0,0,0,0
2dpf,0,0,0,0,0,2.44,0,0,0.55
3dpf,15.96,0,0.34,0.41,0,5.07,0.95,0,2.21
5dpf,2.02,0.95,0,0,0,6.84,0,0.99,4.03
10dpf,50.74,3.13,4.38,4.33,1.04,12.49,2.44,2.6,7.88
