stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
14hpf,2.42,0,0,0,0,0,0,0,0
19hpf,1.64,0,0,0,0,0,0,0,0
2dpf,18.22,0,3.18,4.6,1.02,4.44,0,1.07,5
3dpf,25.66,0,0,3.07,0,2.78,0.51,0,2.18
5dpf,12.04,0.84,1.25,10.2,0.75,4.43,0,0.94,10.66
10dpf,18.53,0,0.95,2.3,0,1.74,1.35,0,1.21
