stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.95,0,0,2.27,1.31,9.95,3.9
3dpf,23.4,0.36,1.08,0.31,6.83,0.35,1.01
5dpf,0.47,0,1.56,0,2.96,70.43,0.38
10dpf,14.5,0,0,0.44,1.84,15.01,0
