stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0.7,0,0,1.05,2.5,0.49,0.49,1.81
3dpf,1.65,0,1.31,0,0,2.15,0,0.37
5dpf,0.49,2.6,0,0.91,0,1.39,0,1.18
10dpf,3.35,7.04,0,0,0,2.4,0,0.55
