stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
19hpf,0,3.11,0,0,0,0,0
24hpf,0.88,1.61,0,0,0,0,0
2dpf,15.65,0,3.34,3.65,0.82,2.33,0
3dpf,55.78,0,0,2.71,0,0,0.32
5dpf,8.63,0.61,0,3.71,0,0,0.41
10dpf,22.04,0,0,2.59,0,0,0
